/* DATA DESCRIPTION:
	Combretaceae [#] (Comeae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Diospyros [#] (Diospyro) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Euclea [#] (Euclea) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Myrica [#] (Myr) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Olea [#] (Ole) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Podocarpus [#] (Pod) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Rhamnaceae [#] (Rhaae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Rhus-type [#] (Rhu-T) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Lannea [#] (Lannea) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Mimosoideae [#] (Mimosoid) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Artemisia-type [#] (Art-T) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Pentzia-type [#] (Pentzia-T) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Compositae Tubuliflorae [#] (AsteTubu) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Gazania-type [#] (Gazania-T) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Poaceae [#] (Poac) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Hypoestes type [#] (Hypoes-T) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Petalidium [#] (Petalidi) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Alchornea [#] (Alchornea) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Alismataceae [#] (Aliae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Aloe-type [#] (Aloe-T) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Liliaceae [#] (Lilae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Brassicaceae [#] (Braae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Campanulaceae [#] (Camae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Caryophyllaceae [#] (Cphae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Convolvulaceae (Africa) [#] (Conae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Geranium [#] (Ger) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Iridaceae [#] (Iridae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Labiatae [#] (Lab) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Leguminosae [#] (Leg) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Polygalaceae [#] (Pgaae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Rubiaceae [#] (Rubae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Rutaceae [#] (Rutae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Ranunculaceae [#] (Ranae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Sapindaceae [#] (Sapiceae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Thymelaeaceae [#] (Thyae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Parkinsonia [#] (Parkinso) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Rosaceae [#] (Rosae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Scrophulariaceae (Africa) [#] (Scrophul) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Tapinanthus [#] (Tapinant) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Verbenaceae [#] (Verbeae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Indigofera-type [#] (Indigo-T) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Phyllanthus [#] (Phyllant) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Watsonia [#] (Wats) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Cyphostemma [#] (Cypho) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Callistemon [#] (Calli) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Ulmus [#] (Ulm) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Sherbournea [#] (Sherbour) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Agathosma [#] (Aga) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Hebenstretia [#] (Heben) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Urticaceae [#] (Urtae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Canthium [#] (Canthium) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Anthospermum [#] (Anthosp) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Stoebe-type [#] (Stoebe-T) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Cliffortia [#] (Cliffortia) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Ericaceae [#] (Eriae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Neurada/Grielum [#] (Neurceae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Protea [#] (Protea) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Restionaceae [#] (Restceae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Passerina [#] (Passerina) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Justicia/Monechma [#] (Just/Mone) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Aizoaceae [#] (Aizoeae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Euphorbia [#] (Eup) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Euphorbiaceae undifferentiated [#] (Euphceae.ud) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Solanaceae [#] (Solae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Crassulaceae [#] (Craae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Amaranthaceae/Chenopodiaceae [#] (Chen/Amar) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Tribulus [#] (Tus) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	undetermined [#] (varia) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Indeterminable: broken [#] (Ind.brok) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Cyperaceae [#] (Cypae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Gunnera perpensa [#] (G. perpensa) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Phragmites-type [#] (Phy-T) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Typha [#] (Typ) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Haloragaceae [#] (Halae) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Spores, monolete [#] (monolete) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Spores, trilete [#] (trilete spores) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Ophioglossum [#] (Oph) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Lycopodium [#] (Lyc) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Unknown spore(s) [#] (Ind.ud.s) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Fern spores [#] (Fern spores) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Concentricystes [#] (Concys) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Pollen total [#] (Pollen tot) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Marker, found [#] (Mark found) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Volume [ml] (Vol) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
	Marker, added [#] (Mark add) * PI: Dupont, Lydie M (https://orcid.org/0000-0001-9531-6793, dupont@uni-bremen.de, http://www.marum.de/en/Lydie_Dupont.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	2070 data points
*/
Depth [m]	Depth bot [m]	Depth top [m]	Age [ka BP]	Pin [#]	Que [#]	Cela/Hipp [#]	Comeae [#]	Diospyro [#]	Euclea [#]	Myr [#]	Ole [#]	Pod [#]	Rhaae [#]	Rhu-T [#]	Lannea [#]	Mimosoid [#]	Art-T [#]	Pentzia-T [#]	AsteTubu [#]	Gazania-T [#]	Poac [#]	Hypoes-T [#]	Petalidi [#]	Alchornea [#]	Aliae [#]	Aloe-T [#]	Lilae [#]	Braae [#]	Camae [#]	Cphae [#]	Conae [#]	Ger [#]	Iridae [#]	Lab [#]	Leg [#]	Pgaae [#]	Rubae [#]	Rutae [#]	Ranae [#]	Sapiceae [#]	Thyae [#]	Parkinso [#]	Rosae [#]	Scrophul [#]	Tapinant [#]	Verbeae [#]	Indigo-T [#]	Phyllant [#]	Wats [#]	Cypho [#]	Calli [#]	Ulm [#]	Sherbour [#]	Aga [#]	Heben [#]	Urtae [#]	Canthium [#]	Anthosp [#]	Stoebe-T [#]	Cliffortia [#]	Eriae [#]	Neurceae [#]	Protea [#]	Restceae [#]	Passerina [#]	Just/Mone [#]	Aizoeae [#]	Eup [#]	Euphceae.ud [#]	Solae [#]	Craae [#]	Chen/Amar [#]	Tus [#]	varia [#]	Ind.brok [#]	Cypae [#]	G. perpensa [#]	Phy-T [#]	Typ [#]	Halae [#]	monolete [#]	trilete spores [#]	Oph [#]	Lyc [#]	Ind.ud.s [#]	Fern spores [#]	Concys [#]	Pollen tot [#]	Mark found [#]	Vol [ml]	Mark add [#]
0.015	0.01	0.02	0.008	4	1	1	0	0	0	3	0	1	6	9	0	2	8	16	17	1	42	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	22	3	10	1	1	44	9	1	27	0	0	1	0	20	2	14	0	28	0	1	2	2	0	0	0	0	0	0	0	307	342	3.5	37168
0.075	0.07	0.08	0.042	6	0	1	0	0	0	3	0	2	0	0	0	0	4	9	22	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	1	6	0	0	48	8	0	22	1	1	0	0	19	0	17	0	18	0	6	0	2	1	0	0	0	0	1	0	215	265	3.0	37168
0.135	0.13	0.14	0.076	3	0	0	0	1	0	2	0	0	0	0	0	0	9	15	29	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	23	3	6	0	0	58	9	1	23	0	0	2	0	24	0	23	0	22	0	9	1	0	0	1	0	0	0	1	0	282	249	4.5	37168
0.165	0.16	0.17	0.093	1	1	0	0	0	0	3	0	1	1	1	1	0	15	15	25	0	32	1	0	0	0	2	1	0	0	0	0	0	3	2	1	0	0	0	1	0	0	0	1	0	0	0	2	0	1	1	1	1	2	0	0	0	0	14	29	1	15	1	1	32	15	0	18	2	3	1	1	22	0	17	8	34	1	4	0	1	4	1	0	0	0	5	0	311	372	3.5	37168
0.245	0.24	0.25	0.138	0	0	0	0	0	0	4	0	0	0	0	0	0	16	11	14	0	27	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16	0	2	0	0	47	8	0	22	1	1	1	0	11	0	18	0	24	0	5	0	0	1	0	0	0	0	1	0	231	164	5.2	37168
0.325	0.32	0.33	0.183	0	0	0	0	0	0	3	0	3	1	1	0	0	19	12	23	0	40	0	0	0	0	0	0	1	0	0	0	0	9	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	5	0	0	1	0	1	0	0	0	21	13	1	12	0	0	55	2	1	33	0	0	1	0	22	1	14	8	18	0	8	0	0	0	0	0	1	0	1	0	312	405	3.5	37168
0.485	0.48	0.49	0.334	0	0	0	0	2	2	3	0	1	0	3	0	0	15	14	21	0	39	1	0	0	0	0	0	0	0	0	0	0	20	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	12	25	3	21	0	0	61	8	1	25	1	0	0	0	18	1	7	8	27	0	12	1	0	4	0	0	0	2	4	0	346	226	8.0	37168
0.645	0.64	0.65	0.532	0	0	0	2	1	0	2	0	1	1	1	0	0	10	6	20	0	35	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	11	1	9	1	2	82	3	0	17	0	1	3	0	17	0	22	0	26	0	5	1	0	2	0	0	0	0	2	0	278	197	6.0	37168
0.805	0.80	0.81	0.730	0	0	0	0	2	3	1	0	0	2	0	0	2	15	16	26	0	38	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	2	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	13	16	4	7	0	0	66	7	0	20	2	0	0	0	24	0	7	7	24	0	11	0	0	2	0	0	0	0	2	1	313	238	6.0	37168
0.965	0.96	0.97	0.928	0	0	0	0	0	1	2	0	0	1	2	0	0	12	7	41	0	36	1	0	1	1	0	0	1	0	0	0	0	11	0	2	0	0	0	0	1	0	0	0	1	1	0	0	2	2	0	0	0	0	2	1	0	0	8	17	1	10	2	0	50	3	1	26	2	0	0	0	24	0	7	11	37	0	11	0	0	3	0	0	0	2	3	1	321	222	6.0	37168
1.125	1.12	1.13	1.118	0	0	0	0	0	0	2	0	3	0	1	0	0	17	9	32	0	47	1	0	0	0	0	0	0	1	0	0	0	19	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	2	1	0	0	15	9	0	14	0	0	61	4	0	23	2	1	4	0	21	0	6	6	18	0	8	1	0	3	0	0	0	0	3	0	322	208	6.0	37168
1.285	1.28	1.29	1.241	0	0	0	1	0	1	6	0	1	0	2	0	0	12	9	35	1	34	0	0	0	0	0	2	0	0	2	1	0	18	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	13	11	2	10	0	0	56	1	1	33	2	2	1	0	26	1	15	12	33	0	8	0	0	4	2	0	0	0	6	0	332	214	6.0	37168
1.365	1.36	1.37	1.324	0	0	1	0	1	0	1	0	0	1	2	0	1	5	14	33	0	30	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	11	13	2	6	0	2	80	2	0	11	2	1	2	0	16	0	25	0	29	0	5	0	0	0	1	0	0	0	1	0	278	169	6.0	37168
1.445	1.44	1.45	1.406	0	0	0	0	2	0	1	0	1	0	1	0	0	9	10	27	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7	1	17	1	1	56	2	0	23	1	1	2	0	29	0	17	0	27	0	17	0	0	0	0	0	0	0	0	0	287	195	5.5	37168
1.605	1.60	1.61	1.570	1	0	1	0	0	1	2	0	0	1	1	0	1	13	12	33	0	50	0	1	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	16	16	5	14	0	0	39	4	1	29	1	2	1	0	21	1	6	9	25	1	5	0	0	2	0	0	0	0	2	0	315	206	5.0	37168
1.685	1.68	1.69	1.653	0	0	0	0	0	0	2	1	0	0	0	0	0	11	20	28	0	49	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	8	1	14	0	1	49	1	0	26	2	2	1	0	18	0	25	0	23	0	13	0	0	1	0	0	0	0	1	0	297	175	6.0	37168
1.765	1.76	1.77	1.735	0	0	0	0	0	0	2	0	0	1	0	0	1	12	9	28	0	50	1	0	0	0	0	0	0	2	1	0	0	7	1	2	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	17	12	4	9	0	0	44	5	1	30	3	1	3	0	42	0	9	13	29	0	11	0	1	0	0	0	0	0	0	0	334	241	5.0	37168
1.925	1.92	1.93	1.899	0	0	1	0	0	0	3	1	0	0	0	0	3	22	11	27	2	54	0	0	0	0	1	1	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	6	17	1	10	2	0	49	7	0	18	4	1	2	0	25	1	9	8	29	0	4	1	1	3	2	1	0	0	6	0	316	156	6.0	37168
2.085	2.08	2.09	2.064	0	0	0	0	2	0	1	0	1	0	0	0	4	21	11	23	0	52	0	0	0	0	1	0	0	1	0	0	1	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	19	8	5	11	0	4	38	3	1	28	7	2	0	0	13	1	10	16	35	0	8	0	1	2	1	1	0	0	4	0	311	191	5.5	37168
2.245	2.24	2.25	2.228	0	0	1	0	1	0	1	0	2	0	1	0	0	10	13	39	2	46	0	0	1	0	0	0	1	0	1	0	0	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	11	3	15	0	0	58	2	1	17	1	0	2	0	27	0	11	7	34	0	9	0	0	0	1	0	0	0	1	0	318	247	5.0	37168
2.405	2.40	2.41	2.393	0	0	0	0	0	0	2	0	0	0	0	0	1	16	12	37	0	64	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	17	14	2	5	0	2	45	3	1	25	2	0	2	0	15	2	4	10	29	0	8	0	0	0	2	0	0	0	2	0	313	209	6.0	37168
